,"wiki.url","wiki.summary","img_url","img_fn","img_status","img_list",
"Bonegilla","https://en.wikipedia.org/wiki/Bonegilla,_Victoria","Bonegilla is a bounded rural locality of the City of Wodonga local government area in northeast Victoria, Australia, 10 kilometres (6.2 mi) east of Wodonga, and around 300 kilometres (190 mi) north-east of Melbourne. At the 2006 census, Bonegilla and surrounding area had a population of 773.","https://upload.wikimedia.org/wikipedia/commons/d/dd/Bonegilla_camp_1954.jpg","Bonegilla.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/d/dd/Bonegilla_camp_1954.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/BonegillaMigrantCampSculpture.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Australia_Victoria_Wodonga_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Wodonga","https://en.wikipedia.org/wiki/Wodonga","Wodonga /wəˈdɒŋɡə/ is a city on the Victorian side of the border with New South Wales, 300 kilometres (190 mi) north-east of Melbourne, Australia. Adjacent to Wodonga, across the border is the New South Wales city of Albury. Wodonga is located wholly within the boundaries of the City of Wodonga LGA. Its population is approximately 37,500 people, and with Albury forms an urban area with approximately 90,000 people in 2013, it was Victoria's fastest growing regional city.

","https://upload.wikimedia.org/wikipedia/commons/a/ab/WodongaCouncilOffices.JPG","Wodonga.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/a/ab/WodongaCouncilOffices.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/WoodlandGroveWodonga.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Wodonga-victoria-aerial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Wodonga_location_map_in_Victoria.PNG', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Australia_Victoria_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Gateway Island","https://en.wikipedia.org/wiki/Gateway_Island,_Victoria","Gateway Island is an unpopulated suburb of the City of Wodonga local government area in northeast Victoria, Australia, adjacent to the Murray River and bounded in the south by the Wodonga Creek.","http://www.parklands-alburywodonga.org.au/explore-your-parks/images/gateway-island.jpg","Gateway Island.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Australia_Victoria_Wodonga_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg']",
"Laverton","https://en.wikipedia.org/wiki/Laverton_North,_Victoria","Laverton North is a rural-urban fringe suburb of Melbourne, Victoria, Australia, 18 km west of Melbourne's central business district. Its local government area is the City of Wyndham. At the 2011 Census, Laverton North had a population of 91.
Bounded by Boundary Road to the north, Derrimut Road and the Federation Trail to the west, Old Geelong Road and the West Gate Freeway to the south and Kororoit Creek to the east, it is predominantly an industrial suburb.","https://upload.wikimedia.org/wikipedia/en/e/ee/Laverton_main_street.jpg","Laverton.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Tarneit","https://en.wikipedia.org/wiki/Tarneit,_Victoria","Tarneit ( pronunciation ) is a rural-urban fringe suburb of Melbourne, Victoria, Australia, 25 km west of Melbourne's Central Business District. Its local government area is the City of Wyndham. At the 2011 Census, Tarneit had a population of 21,690.
According to forecast.id Tarneit's population is estimated to increase to 63,512 in 2031. 
It is an emerging suburb in the City Of Wyndham and neighbours another emerging suburb, Truganina.","https://upload.wikimedia.org/wikipedia/commons/e/e7/Tarneit_pronunciation.ogg","Tarneit.ogg","Done","['https://upload.wikimedia.org/wikipedia/commons/e/e7/Tarneit_pronunciation.ogg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Loudspeaker.svg']",
"Werribee","https://en.wikipedia.org/wiki/Werribee_South,_Victoria","Werribee South is a rural-urban fringe suburb of Melbourne, Victoria, Australia, 32 km south-west of Melbourne's Central Business District. Its local government area is the City of Wyndham. At the 2011 census, Werribee South had a population of 1,618.","https://upload.wikimedia.org/wikipedia/commons/a/a3/Werribee-South-Beach-01.JPG","Werribee.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/a/a3/Werribee-South-Beach-01.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Wiki_letter_w_cropped.svg']",
"Williams Landing","https://en.wikipedia.org/wiki/Williams_Landing,_Victoria","Williams Landing is a suburb of Melbourne, Victoria, Australia, 19 km south west from Melbourne's Central Business District. Its local government area is the City of Wyndham. At the 2011 census, Williams Landing had a population of 3,223.
Williams Landing is rapidly growing. It is estimated that the population in 2014 was around 6000, and the suburb will grow rapidly in the next several years.
The first stage of Williams Landing, that of the Wyndham Waters estate along Sayers Road to the north of the suburb, adjacent to Truganina was developed first. The Williams Landing suburb development is forecast to continue development until 2020.
Williams Landing will be developed into a Transit-oriented development, major activity and employment centre. The suburb is next to the Williams Landing railway station, just across from the Princes Freeway and for residents of Point Cook, it is accessed via Palmers Road. Construction of Williams Landing commenced in early 2008 and is due to be completed by 2025.
Since the Williams Landing railway station opened in April 2013, and the shopping centre opened in December 2014, Williams Landing has been one of the most popular place for home buyers. Median house value in Williams Landing has increased 37% from 2012 to 2014, second highest in Victoria. Williams Landing has continued its property growth, property prices in Williams Landing rose further 25.9% in the year, according to the latest data released in November 2015.","https://upload.wikimedia.org/wikipedia/en/0/03/Waterway_View_WW.JPG","Williams Landing.jpg","Done","['https://upload.wikimedia.org/wikipedia/en/0/03/Waterway_View_WW.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/WilliamsLanding_BusTerminal.JPG', 'https://upload.wikimedia.org/wikipedia/en/7/71/Wildlife_in_WW.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/45/%E5%A8%81%E8%93%9D%E7%94%BA%E7%AB%99.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Masters_Home_Improvement_store_at_Williams_Landing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Abbotsford","https://en.wikipedia.org/wiki/Abbotsford,_Victoria","Abbotsford is a suburb of Melbourne, Australia, 2 km east of Melbourne's Central Business District. Its local government area is the City of Yarra. At the 2011 census, Abbotsford had a population of 4,907.
Abbotsford is bounded by Collingwood, Richmond and Clifton Hill and separated from Kew by the meandering Yarra River. Formerly part of the City of Collingwood, it is now part of the City of Yarra. Victoria Street forms the southern boundary to Abbotsford (with Richmond); Hoddle Street forms the western boundary (with Collingwood); the Eastern Freeway forms the northern boundary (with Clifton Hill) while the Yarra forms the eastern boundary with Kew, in Boroondara.
Some well known Abbotsford landmarks include the Skipping Girl Sign, Dights Falls, the former Collingwood Town Hall, Victoria Park Football Stadium and Abbotsford Convent.
Abbotsford is designated one of the 82 Major Activity centres listed in the Metropolitan Strategy Melbourne 2030.
Abbotsford takes its name from the estate of John Orr, which in turn is named after a ford in Scotland's Tweed River, used by the Abbott of Melrose Abbey.","https://upload.wikimedia.org/wikipedia/commons/d/d4/Carols_at_the_Abbostford_Convent_2009.JPG","Abbotsford.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/d/d4/Carols_at_the_Abbostford_Convent_2009.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Terrace_houses_in_abbotsford_victoria.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Hoddle_Street%2C_Collingwood%2C_Victoria%2C_Australia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Abbotsford_skipping_girl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Denton_mills_abbotsford.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Victoria_park_shot.jpg', 'https://upload.wikimedia.org/wikipedia/en/5/54/Abbotsford_aerial.jpg', 'https://upload.wikimedia.org/wikipedia/en/a/ab/Dights_mill_in_1863.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Cremorne","https://en.wikipedia.org/wiki/Cremorne,_Victoria","Cremorne is a small suburb in inner Melbourne, 2 km south-east of the CBD. Its local government area is the City of Yarra and at the 2011 Census it had a population of 1,564. It is bounded by the Yarra River, Punt Road, Swan and Church Streets, and divided down the middle by the railway to South Yarra. Covering only about a square kilometre, until 1999 Cremorne existed only as a locality in the larger suburb of Richmond. Cremorne's charm is in its rather chaotic mix of uses and the unique character resulting from being 'walled in' by main roads and railways on all sides. There are industrial icons such as Bryant and May, Rosella and the Nylex Clock, side by side with Victorian cottages, modern townhouses, offices and light industries.
Cremorne takes its name from the Cremorne Gardens, an amusement park which occupied a riverfront location in the western half of Cremorne for a period in the mid 19th century.","https://upload.wikimedia.org/wikipedia/commons/8/84/Shops_on_church_street_richmond.jpg","Cremorne.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/8/84/Shops_on_church_street_richmond.jpg', 'https://upload.wikimedia.org/wikipedia/en/3/31/Cremorne_gardens_in_1862.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg']",
"Fitzroy","https://en.wikipedia.org/wiki/Fitzroy,_Victoria","Fitzroy is a suburb of Melbourne, Australia, 2 km north-east of Melbourne's Central Business District in the local government area of the City of Yarra. At the 2011 Census, Fitzroy had a population of 9,430.

Planned as Melbourne's first suburb,[2] it was later also one of the city's first areas to gain municipal status. It occupies Melbourne's smallest and most densely populated suburban area, just 100 ha, bordered by Alexandra Parade (north), Victoria Parade (south), Smith Street (east) and Nicholson Street.

It has a long associations with the working class and is currently inhabited by a wide variety of ethnicities and socio-economic groups and is known for a culture of bohemianism, being the main home of Melbourne's Fringe Festival. Its commercial heart is Brunswick Street, which is one of Melbourne's major retail, eating, and entertainment strips.

It has undergone waves of both urban renewal and gentrification since the 1950s. In response to past planning practices, much of the suburb is now a historic preservation precinct, with many individual buildings and streetscapes covered by Heritage Overlays.[3] Its built environment is diverse and features some of the finest examples of Victorian era architecture in Melbourne. The most recent changes to Fitzroy are mandated by the Melbourne 2030 Metropolitan Strategy, in which both Brunswick Street and nearby Smith Street are designated for redevelopment as Activity centres.","https://upload.wikimedia.org/wikipedia/en/4/43/Fitzroy_victoria_aerial.jpg","Fitzroy.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png']",
"Collingwood","https://en.wikipedia.org/wiki/Collingwood,_Victoria","Collingwood is a suburb of Melbourne, Australia, 3 km north-east of Melbourne's central business district. Its local government area is the City of Yarra. At the 2011 Census, Collingwood had a population of 6,467.
Collingwood is one of the oldest suburbs in Melbourne and is bordered by Smith Street, Alexandra Parade, Hoddle Street and Victoria Parade.
Collingwood is notable for its historical buildings, with many nineteenth century dwellings, shops and factories still in use.
It was named in 1842 after Baron Collingwood or an early hotel which bore his name.","https://upload.wikimedia.org/wikipedia/en/3/36/Smith_street_collingwood_in_1907.jpg","Collingwood.jpg","Done","['https://upload.wikimedia.org/wikipedia/en/3/36/Smith_street_collingwood_in_1907.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Housing_Commission_High_Rise_Collingwood.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Smith_street_collingwood_looking_north.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Singapore_Cottage%2C_Collingwood.jpg', 'https://upload.wikimedia.org/wikipedia/en/e/ed/Collingwood_aerial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Former_collingwood_post_and_telegraph_office.jpg', 'https://upload.wikimedia.org/wikipedia/en/b/bb/Collingwood_coffee_palace_in_1879.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
